video_url,author,comment,likes,time,clean_comment,sentiment
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@grilledpanini22,I agree with the video but also where’s the downvote button?,0,3 hari yang lalu,agree video s downvote button,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@RobbieGrz,Zero chance this is temporary,0,3 hari yang lalu,zero chance temporary,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@TowaWolfbear,For the iPhone price bumps I have a feeling it's going to come in September and it's going to make everybody angry for sure,0,3 hari yang lalu,iphone price bumps feeling s going come september s going make everybody angry sure,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@REITexas25,Not buying anything anytime soon anyways. 😂🎉,0,4 hari yang lalu,buying anytime soon anyways,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@productfind2594,Buy used M1 macbook and replace battery. It will more good than Neo in this time.,0,4 hari yang lalu,buy used m macbook replace battery good neo time,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Brons2,Good thing I wasn’t going to buy one.  Got 20GB in my Core I3 and it runs Linux and Windows fine.,0,4 hari yang lalu,good thing wasn t going buy got gb core runs linux windows fine,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@ScottPHardin,May AI burn in Hell,0,4 hari yang lalu,ai burn hell,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@iesvegasanchez1045,If I bought the iPhone 17 would it also have the price increase or just from the iPhone 18,0,4 hari yang lalu,bought iphone price increase just iphone,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Kylito1512,"“Temporary price increase”

Cmon MKBHD now you’re just trolling 😂",0,4 hari yang lalu,temporary price increase cmon mkbhd just trolling,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@MrAndersonWasHere,Its simple. REFUSE buying APPLE until they revert. We all know what Micron CEO said they pay 20$ for storage and charge $250 for customers for it!,0,4 hari yang lalu,simple refuse buying apple revert know micron ceo said pay storage charge customers,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@MegaMd76,"Well there is a shortage of chemicals that are vital to the manufacture of semiconductors, like helium, due to the closure of the Straits of Hormuz. Those gulf states account for a large portion of the global supply of it and it has been stuck there since February. Someone ia to blame alright, and it's not AI.",0,4 hari yang lalu,shortage chemicals vital manufacture semiconductors like helium closure straits hormuz gulf states account large portion global supply stuck february ia blame alright s ai,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@YoMamaAndPapa2023,"Well, this is just going to give a huge boost to the refurbished market.",0,4 hari yang lalu,just going huge boost refurbished market,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Superpizzaland_121,I thought that the big beautiful tariffs that trump introduced weren’t going to impact consumers? 😂😂😂,0,4 hari yang lalu,thought big beautiful tariffs trump introduced weren t going impact consumers,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@MKBHDFILES,That's crazy!,1,4 hari yang lalu,s crazy,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@siriusplayz5871,Boooooooo...!,0,4 hari yang lalu,boooooooo,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@bryan_._randolph,Bought a brand new m4 air 15in from a lady for $700 due to the son wanting a smaller MacBook. Happy to see my investment is appreciating haha,0,4 hari yang lalu,bought brand new m air lady son wanting smaller macbook happy investment appreciating haha,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@snickersforpotus,Overpriced dog shit becomes even more over priced dog shit,0,4 hari yang lalu,overpriced dog shit priced dog shit,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@johncho8766,"1. Microsoft recently announced that they anticipate RAM and storage prices to double AGAIN by fall 2027.

2. At ISC 2026, Lenovo CEO, Martin Heigl, predicted that prices for DRAM and NAND chips will not fall, new normal.

3. Micron has officially locked in 16 non-cancellable Strategic Customer Agreements that guarantee high memory prices and supply volumes through 2030.",0,4 hari yang lalu,microsoft recently announced anticipate ram storage prices double fall isc lenovo ceo martin heigl predicted prices dram nand chips fall new normal micron officially locked non cancellable strategic customer agreements guarantee high memory prices supply volumes,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@phirrismolip,And they told us AI was free 🤡,0,4 hari yang lalu,told ai free,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@ISuisIch,"2 things, create a new - usage review for that OnePlus 15, then kindly lend your voice on the OnePlus 15s, cos we're waiting and hopefully they're not expecting me to get an oppo device.",0,4 hari yang lalu,things create new usage review oneplus kindly lend voice oneplus s cos waiting hopefully expecting oppo device,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@TeddyDaPom,"Costco canceled my macbook air 15 m5 that i bought when it was in delivery stating they are backlogged but i can reorder it again, this time at the higher price. Ridiculous.",0,4 hari yang lalu,costco canceled macbook air m bought delivery stating backlogged reorder time higher price ridiculous,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Shank-n7b,So glad I got mine MacBook a few days ago,0,4 hari yang lalu,glad got macbook days ago,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@PedroDanielBittencourt,It's the downfall of US tech industry... The world will change to Huawei/Xiaomi,0,4 hari yang lalu,s downfall tech industry world change huawei xiaomi,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@AsifQureshi100,Boycott high price products,0,4 hari yang lalu,boycott high price products,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@MattMcGrathOfficial,Well there goes buying the Neo for my birthday.,0,4 hari yang lalu,goes buying neo birthday,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@leeartlee915,"Here’s my question (even though I know it’s stupid to ask): when prices stabilize, will they adjust prices back down? I mean that’s what they do with oil",0,4 hari yang lalu,s question know s stupid ask prices stabilize adjust prices mean s oil,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Dodo-ox3po,"Can someone buy me an iphone 12, please",0,4 hari yang lalu,buy iphone,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@JWoodBass1,Have to afford Cook’s retirement package.,0,4 hari yang lalu,afford cook s retirement package,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@ultraret,"All you YouTubers were saying how Apple was finally a ""good deal"" Tim Cook, he listened.",0,4 hari yang lalu,youtubers saying apple finally good deal tim cook listened,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@disgustedluigi,"Cool, I was actually considering buying a MacBook finally. Guess that’s not going to happen anymore.",0,5 hari yang lalu,cool actually considering buying macbook finally guess s going happen anymore,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@sjohn5779,Looks like Books are back on the menu bois 😂,0,5 hari yang lalu,looks like books menu bois,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@i_llogicalmyth4118,I urge everyone even the Apple fanboy that for some reason we’ll accept anything Apple does please just wanna sit here and raise these prices like crazy. Do not buy it if you don’t need it do not buy it. That’s someone that only gets a new phone every 3 to 5 years maybe it’s time to stretches it to five years plus. Because all these corporations are in my opinion behind the scenes are collaborating together to artificially raising prices.,0,5 hari yang lalu,urge apple fanboy reason ll accept apple does just wanna sit raise prices like crazy buy don t need buy s gets new phone years maybe s time stretches years plus corporations opinion scenes collaborating artificially raising prices,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@ruckusrevolution9475,Darn I should have got a new Mac before this happened,0,5 hari yang lalu,darn got new mac happened,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@rayman898,"Looks like the whoop won the battle, all I see him wearing is that",0,5 hari yang lalu,looks like whoop won battle wearing,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@PhilipBlank,"I regret so much a month ago not ordering an M5 pro, it was on sale and today is $900 more for the exact same item.",0,5 hari yang lalu,regret month ago ordering m pro sale today exact item,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@tanaunkok23,"be brave, try alternative, you will be surprise the value you may get",0,5 hari yang lalu,brave try alternative surprise value,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@mugury,Apple 👎👎👎,0,5 hari yang lalu,apple,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Alexanderthetitan,Thanks to ai.,0,5 hari yang lalu,thanks ai,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@confidential1035,Holy fuck. Those are big increases. Guess I won’t be getting that new MAC after all.,0,5 hari yang lalu,holy fuck big increases guess won t getting new mac,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@pierrebernard7665,Terminal capitalism.,0,5 hari yang lalu,terminal capitalism,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@The3Sag3,We need to stop supporting these industries. Its full of greed.,0,5 hari yang lalu,need stop supporting industries greed,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@StupidRockyFan19,Fuck! I wanted to buy a regular iPad for momma if i had enough money!,0,5 hari yang lalu,fuck wanted buy regular ipad momma money,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@s1ngularities,apple was waiting for the valve box to release                                        to make their deals look worse then hike it back to the original designated price once the damage has been done,0,5 hari yang lalu,apple waiting valve box release make deals look worse hike original designated price damage,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@shreddedOrphans,in partnership with channels like u that constantly boast about how good ai is,0,5 hari yang lalu,partnership channels like u constantly boast good ai,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@TakeBackTheFlag,Oh no heaven forbid the CEO and other executives couldn’t take a pay cut.,0,5 hari yang lalu,oh heaven forbid ceo executives couldn t pay cut,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@JeffreyHamlin,Is this an AI or Tariffs issue?,0,5 hari yang lalu,ai tariffs issue,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@connectionism3754,Horrible decision,0,5 hari yang lalu,horrible decision,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@k91pl,"“Temporary,” oh Marcus, you’re so pure.",0,5 hari yang lalu,temporary oh marcus pure,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@ChillTyler,"We all know Apple isn’t lowering prices when the memory shortage is over. Once they raise them, they usually stay there forever...",0,5 hari yang lalu,know apple isn t lowering prices memory shortage raise usually stay forever,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@seanmonts2159,The warning is that in two years M1 will be obsolete and an upgrade will be mandatory if you want to stay in the ecosystem. 🤦🏾‍♂️,0,5 hari yang lalu,warning years m obsolete upgrade mandatory want stay ecosystem,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Ashvin55,"Unattainable now in India, they have huge margins, yet they do this.",0,5 hari yang lalu,unattainable india huge margins,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@OperatorPuski,No one cares,0,5 hari yang lalu,cares,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@edwinschaap5532,Just stop using all this AI slop that’s nowhere.,0,5 hari yang lalu,just stop using ai slop s,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@sssilver_wing,I miss when the MacBook Neo was 500 dollars even tho it's so under powered compared to the Dell XPS 13,1,5 hari yang lalu,miss macbook neo dollars tho s powered compared dell xps,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@shadfallfan,"I've never heard of a ""temporary price increase"" for an end use product that didn't turn into permanent price increases.",0,5 hari yang lalu,ve heard temporary price increase end use product didn t turn permanent price increases,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Soundwaiv,"I like how one of the price increases instead of saying the name just says 



H",2,5 hari yang lalu,like price increases instead saying just says h,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@WhatIsThis-zq4hk,200 for an apple tv is a joke,0,5 hari yang lalu,apple tv joke,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@OnlyPureSounds,Just dont release anymore for a bit untill its stable,0,5 hari yang lalu,just dont release anymore bit untill stable,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Aingeluz,"The prices will go down if there's no demand.
People are smart to be mindful of their purchases nowadays.",0,5 hari yang lalu,prices s demand people smart mindful purchases nowadays,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@krasavchik8714,"My wife wanted to buy a new m5 MacBook Pro 16, after price hike decided to stay with trusted m1 air for now. So, what is good of a price hike if a lot less people going to buy it the first place?",0,5 hari yang lalu,wife wanted buy new m macbook pro price hike decided stay trusted m air good price hike lot people going buy place,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@shanet7511,"I already bought my new ipad, macbook, iphone, apple watch and apple tv all within the last 12 months since I moved back to the US newly single. Hallelujah 😂",0,5 hari yang lalu,bought new ipad macbook iphone apple watch apple tv months moved newly single hallelujah,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@BATEMAN-F1,Why don't you use  Iphone?,0,5 hari yang lalu,don t use iphone,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@zacharywalker524,I know it stems cuz I can't afford their products but when prices go up why do people continue to buy them? to me they were already too expensive. Now it's outrageous. How do they continue to make sales? I can't comprehend why people purchase them,0,5 hari yang lalu,know stems cuz t afford products prices people continue buy expensive s outrageous continue make sales t comprehend people purchase,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@nicolasmarkham9656,"HomePod mini called HomePod mini, but you wrote HomePod as H lol",0,5 hari yang lalu,homepod mini called homepod mini wrote homepod h lol,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@AAM29290,I’m done with Apple,0,5 hari yang lalu,m apple,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@thedevileater,NEVER BUY SHAPPLE😂😂,0,5 hari yang lalu,buy shapple,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@xBinyWolf,Remember: price will fall but they will never fall to the price they should be. Nvidia sold the same 60 class card for 3 generation without batting an eye and increasing the price of it.,0,5 hari yang lalu,remember price fall fall price nvidia sold class card generation batting eye increasing price,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@ThomasSchick,…Thanks AI   😂😂😂,0,5 hari yang lalu,thanks ai,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Officer_Mike84,Crazy right?,0,5 hari yang lalu,crazy right,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@ipadmini1874,"Memory use to be cheap, & apple still charged an arm &a leg.",0,5 hari yang lalu,memory use cheap apple charged arm leg,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@jaime4421,Stop driving recklessly dude🤦🏽‍♂️,0,5 hari yang lalu,stop driving recklessly dude,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@dustydee9233,Considering how healthy Apple's profit margins likely are and they chose not to eat any price increases is crazy. Other companies increase $100-200 and take flack but Apple increases $100-500 its temporary lol.,0,5 hari yang lalu,considering healthy apple s profit margins likely chose eat price increases crazy companies increase flack apple increases temporary lol,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@lo-kel,Fuck AI.,0,5 hari yang lalu,fuck ai,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@jaeehovaa,All my homies hate AI,0,5 hari yang lalu,homies hate ai,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@JØK毛尺TheSlayer,What ab Apple Watches or AirPods,0,5 hari yang lalu,ab apple watches airpods,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@docky14_09,the homepods becoming even more unattainable xd,0,6 hari yang lalu,homepods unattainable xd,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@1javixD,Those jeans look great on him,0,6 hari yang lalu,jeans look great,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@nipunmovs,"wow, just in time for me to get an upgrade . Thank you Apple 🥹",0,6 hari yang lalu (diedit),wow just time upgrade thank apple,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Caseysilveus,Happy I bought my MacBook Pro at the beginning of the summer! 🎉,0,6 hari yang lalu,happy bought macbook pro beginning summer,Positive
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@mattsandine8319,"Companies love having a reason for a “temp” price hike. Bring it way up and when things settle, they’ll go down a percentage but never back to the same cost. People just get use to the new prices and deal with it. Time to take a stand and just not buy anything new for a long while",0,6 hari yang lalu,companies love having reason temp price hike bring way things settle ll percentage cost people just use new prices deal time stand just buy new long,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@clawtoris,apple's memory/drive pricing was already ahead of time back then. no?,0,6 hari yang lalu,apple s memory drive pricing ahead time,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@savage44914,"Glad I got my MacBook Neo in April.  I didnt get the color I wanted, but I got my second choice…plus I ended up slapping a clear case on it & adding stickers so lol 

But dang. That’s INSANE.",0,6 hari yang lalu,glad got macbook neo april didnt color wanted got second choice plus ended slapping clear case adding stickers lol dang s insane,Negative
https://youtube.com/shorts/oYAnEH0JoqI?si=6ahP2uQo3P6J87nK,@Volsberry,"What's Crazy Apple is one of the Companies Purchasing all the RAM for AI, So in theory they could CHOOSE to use the RAM they're buying up to maintain the Current pricing Structure?",0,6 hari yang lalu,s crazy apple companies purchasing ram ai theory choose use ram buying maintain current pricing structure,Negative
